dorothy_and_wizard_oz_01_f000001|To My Readers.|To My Readers.
dorothy_and_wizard_oz_17_f000041|for I love you all so well that I can deny you nothing.|for I love you all so well that I can deny you nothing.
dorothy_and_wizard_oz_17_f000042|After the people had been dismissed with this promise our friends joined Princess Ozma at an elaborate luncheon in the palace,|After the people had been dismissed with this promise our friends joined Princess Ozma at an elaborate luncheon in the palace,
dorothy_and_wizard_oz_17_f000043|where even the Tiger and the Lion were sumptuously fed and Jim the Cab-horse ate his oatmeal out of a golden bowl with seven rows of rubies,|where even the Tiger and the Lion were sumptuously fed and Jim the Cab-horse ate his oatmeal out of a golden bowl with seven rows of rubies,
dorothy_and_wizard_oz_17_f000044|sapphires and diamonds set around the rim of it.|sapphires and diamonds set around the rim of it.
dorothy_and_wizard_oz_17_f000045|In the afternoon they all went to a great field outside the city gates where the games were to be held. There was a beautiful canopy for Ozma and her guests to sit under and watch the people run races and jump and wrestle.|In the afternoon they all went to a great field outside the city gates where the games were to be held. There was a beautiful canopy for Ozma and her guests to sit under and watch the people run races and jump and wrestle.
dorothy_and_wizard_oz_17_f000046|You may be sure the folks of Oz did their best with such a distinguished company watching them, and finally Zeb offered to wrestle with a little Munchkin who seemed to be the champion.|You may be sure the folks of Oz did their best with such a distinguished company watching them, and finally Zeb offered to wrestle with a little Munchkin who seemed to be the champion.
dorothy_and_wizard_oz_17_f000047|In appearance he was twice as old as Zeb, for he had long pointed whiskers and wore a peaked hat with little bells all around the brim of it, which tinkled gaily as he moved.|In appearance he was twice as old as Zeb, for he had long pointed whiskers and wore a peaked hat with little bells all around the brim of it, which tinkled gaily as he moved.
dorothy_and_wizard_oz_17_f000048|But although the Munchkin was hardly tall enough to come to Zeb's shoulder he was so strong and clever that he laid the boy three times on his back with apparent ease.|But although the Munchkin was hardly tall enough to come to Zeb's shoulder he was so strong and clever that he laid the boy three times on his back with apparent ease.
dorothy_and_wizard_oz_17_f000049|Zeb was greatly astonished at his defeat, and when the pretty Princess joined her people in laughing at him he proposed a boxing-match with the Munchkin,|Zeb was greatly astonished at his defeat, and when the pretty Princess joined her people in laughing at him he proposed a boxing-match with the Munchkin,
dorothy_and_wizard_oz_17_f000050|to which the little Ozite readily agreed.|to which the little Ozite readily agreed.
dorothy_and_wizard_oz_17_f000051|But the first time that Zeb managed to give him a sharp box on the ears the Munchkin sat down upon the ground and cried until the tears ran down his whiskers, because he had been hurt.|But the first time that Zeb managed to give him a sharp box on the ears the Munchkin sat down upon the ground and cried until the tears ran down his whiskers, because he had been hurt.
dorothy_and_wizard_oz_17_f000052|This made Zeb laugh, in turn, and the boy felt comforted to find that Ozma laughed as merrily at her weeping subject as she had at him.|This made Zeb laugh, in turn, and the boy felt comforted to find that Ozma laughed as merrily at her weeping subject as she had at him.
dorothy_and_wizard_oz_17_f000053|Just then the Scarecrow proposed a race between the Sawhorse and the Cab-horse; and although all the others were delighted at the suggestion the Sawhorse drew back, saying:|Just then the Scarecrow proposed a race between the Sawhorse and the Cab-horse; and although all the others were delighted at the suggestion the Sawhorse drew back, saying:
dorothy_and_wizard_oz_17_f000054|Such a race would not be fair.|Such a race would not be fair.
dorothy_and_wizard_oz_17_f000055|Of course not, added Jim, with a touch of scorn; those little wooden legs of yours are not half as long as my own.|Of course not, added Jim, with a touch of scorn; those little wooden legs of yours are not half as long as my own.
dorothy_and_wizard_oz_17_f000056|It isn't that, said the Sawhorse, modestly; but I never tire, and you do.|It isn't that, said the Sawhorse, modestly; but I never tire, and you do.
dorothy_and_wizard_oz_17_f000057|Bah! cried Jim, looking with great disdain at the other; do you imagine for an instant that such a shabby imitation of a horse as you are can run as fast as I?|Bah! cried Jim, looking with great disdain at the other; do you imagine for an instant that such a shabby imitation of a horse as you are can run as fast as I?
dorothy_and_wizard_oz_17_f000058|I don't know, I'm sure, replied the Sawhorse.|I don't know, I'm sure, replied the Sawhorse.
dorothy_and_wizard_oz_17_f000059|That is what we are trying to find out, remarked the Scarecrow. The object of a race is to see who can win it or at least that is what my excellent brains think.|That is what we are trying to find out, remarked the Scarecrow. The object of a race is to see who can win it or at least that is what my excellent brains think.
dorothy_and_wizard_oz_17_f000060|Once, when I was young, said Jim, I was a race horse, and defeated all who dared run against me. I was born in Kentucky, you know, where all the best and most aristocratic horses come from.|Once, when I was young, said Jim, I was a race horse, and defeated all who dared run against me. I was born in Kentucky, you know, where all the best and most aristocratic horses come from.
dorothy_and_wizard_oz_17_f000061|But you're old, now, Jim, suggested Zeb.|But you're old, now, Jim, suggested Zeb.
dorothy_and_wizard_oz_17_f000062|Old! Why, I feel like a colt today, replied Jim. I only wish there was a real horse here for me to race with. I'd show the people a fine sight, I can tell you.|Old! Why, I feel like a colt today, replied Jim. I only wish there was a real horse here for me to race with. I'd show the people a fine sight, I can tell you.
dorothy_and_wizard_oz_17_f000063|Then why not race with the Sawhorse? enquired the Scarecrow.|Then why not race with the Sawhorse? enquired the Scarecrow.
dorothy_and_wizard_oz_17_f000064|He's afraid, said Jim.|He's afraid, said Jim.
dorothy_and_wizard_oz_17_f000065|Oh, no, answered the Sawhorse. I merely said it wasn't fair. But if my friend the Real Horse is willing to undertake the race I am quite ready.|Oh, no, answered the Sawhorse. I merely said it wasn't fair. But if my friend the Real Horse is willing to undertake the race I am quite ready.
dorothy_and_wizard_oz_17_f000066|So they unharnessed Jim and took the saddle off the Sawhorse, and the two queerly matched animals were stood side by side for the start.|So they unharnessed Jim and took the saddle off the Sawhorse, and the two queerly matched animals were stood side by side for the start.
dorothy_and_wizard_oz_17_f000067|When I say 'Go!' Zeb called to them, you must dig out and race until you reach those three trees you see over yonder. Then circle 'round them and come back again.|When I say 'Go!' Zeb called to them, you must dig out and race until you reach those three trees you see over yonder. Then circle 'round them and come back again.
