skyisland_01_baum_64kb_f000003|BY L FRANK BAUM.|BY L FRANK BAUM.
skyisland_26_baum_64kb_f000023|Pinkies, said she, your Queen has conquered the Boolooroo and is now the Queen of the Blues. All of Sky Island except the Fog Bank is now my kingdom,|Pinkies, said she, your Queen has conquered the Boolooroo and is now the Queen of the Blues. All of Sky Island except the Fog Bank is now my kingdom,
skyisland_26_baum_64kb_f000024|so I welcome my faithful Pinkies to my Blue City, where you are to be royally entertained and have a good time.|so I welcome my faithful Pinkies to my Blue City, where you are to be royally entertained and have a good time.
skyisland_26_baum_64kb_f000025|The war is over and ever'body must be sociable and happy or I'll know the reason why! Now, indeed, the Pinkies raised a great shout of joy, and the Blues responded with another joyful shout,|The war is over and ever'body must be sociable and happy or I'll know the reason why! Now, indeed, the Pinkies raised a great shout of joy, and the Blues responded with another joyful shout,
skyisland_26_baum_64kb_f000026|and Rosalie kissed the little girl and said she had performed wonders, and everybody shook hands with captain Bill and congratulated him upon his escape,|and Rosalie kissed the little girl and said she had performed wonders, and everybody shook hands with captain Bill and congratulated him upon his escape,
skyisland_26_baum_64kb_f000027|and the parrot flew to Trot's shoulder and screeched, The Pinkies are pink, the Blues are blue, But Trot's the Queen, so too-ral-loo! When the Blueskins saw Ghip-Ghisizzle,|and the parrot flew to Trot's shoulder and screeched, The Pinkies are pink, the Blues are blue, But Trot's the Queen, so too-ral-loo! When the Blueskins saw Ghip-Ghisizzle,
skyisland_26_baum_64kb_f000028|they raised another great shout, for he was the favorite of the soldiers and very popular with all the people. But Ghip-Ghisizzle did not heed the shouting.|they raised another great shout, for he was the favorite of the soldiers and very popular with all the people. But Ghip-Ghisizzle did not heed the shouting.
skyisland_26_baum_64kb_f000029|He was looking downcast and sad, and it was easy to see he was disappointed because he had not conquered the Boolooroo himself.|He was looking downcast and sad, and it was easy to see he was disappointed because he had not conquered the Boolooroo himself.
skyisland_26_baum_64kb_f000030|But the people called upon him for a speech, so he faced the Blueskins and said, I escaped from the City because the Boolooroo tried to patch me as you all know,|But the people called upon him for a speech, so he faced the Blueskins and said, I escaped from the City because the Boolooroo tried to patch me as you all know,
skyisland_26_baum_64kb_f000031|and the Six Snubnosed Princesses tried to marry me, which would have been a far greater misfortune.|and the Six Snubnosed Princesses tried to marry me, which would have been a far greater misfortune.
skyisland_26_baum_64kb_f000032|But I have recovered the Book of Royal Records, which has long been hidden in the Treasure Chamber, and by reading it I find that the Boolooroo is not your lawful Boolooroo at all,|But I have recovered the Book of Royal Records, which has long been hidden in the Treasure Chamber, and by reading it I find that the Boolooroo is not your lawful Boolooroo at all,
skyisland_26_baum_64kb_f000033|having reigned more than his three hundred years.|having reigned more than his three hundred years.
skyisland_26_baum_64kb_f000034|Since last Thursday, I, Ghip-Ghisizzle, have been the lawful Boolooroo of the Blue Country, but now that you are conquered by Queen Trot, I suppose I am conquered,|Since last Thursday, I, Ghip-Ghisizzle, have been the lawful Boolooroo of the Blue Country, but now that you are conquered by Queen Trot, I suppose I am conquered,
skyisland_26_baum_64kb_f000035|too, and you have no Boolooroo at all. Hooray! cried the parrot.|too, and you have no Boolooroo at all. Hooray! cried the parrot.
skyisland_26_baum_64kb_f000036|Here's a pretty howdy-do You haven't any Boolooroo! Trot had listened carefully to the Majordomo's speech. When he finished, she said cheerfully,|Here's a pretty howdy-do You haven't any Boolooroo! Trot had listened carefully to the Majordomo's speech. When he finished, she said cheerfully,
skyisland_26_baum_64kb_f000037|Don't worry, Sizzle dear, it'll all come right pretty soon.|Don't worry, Sizzle dear, it'll all come right pretty soon.
skyisland_26_baum_64kb_f000038|Now then, let's enter the City and enjoy the grand feast that's being cooked. I'm nearly starved, myself, for this conquerin' kingdoms is hard work.|Now then, let's enter the City and enjoy the grand feast that's being cooked. I'm nearly starved, myself, for this conquerin' kingdoms is hard work.
skyisland_26_baum_64kb_f000039|So the Pinkies and the Blues marched side by side into the City, and there was great rejoicing and music and dancing and feasting and games and merrymaking that lasted for three full days.|So the Pinkies and the Blues marched side by side into the City, and there was great rejoicing and music and dancing and feasting and games and merrymaking that lasted for three full days.
skyisland_26_baum_64kb_f000040|Trot carried Rosalie and Captain Coralie and Ghip-Ghisizzle to the palace, and of course Button-Bright and captain Bill were with her.|Trot carried Rosalie and Captain Coralie and Ghip-Ghisizzle to the palace, and of course Button-Bright and captain Bill were with her.
skyisland_26_baum_64kb_f000041|They had the Royal chef serve dinner at once, and they ate in great state, seated in the Royal Banquet Hall, where they were waited on by a hundred servants.|They had the Royal chef serve dinner at once, and they ate in great state, seated in the Royal Banquet Hall, where they were waited on by a hundred servants.
skyisland_26_baum_64kb_f000042|The parrot perched upon the back of Queen Trot's chair, and the girl fed it herself, being glad to have the jolly bird with her again.|The parrot perched upon the back of Queen Trot's chair, and the girl fed it herself, being glad to have the jolly bird with her again.
skyisland_26_baum_64kb_f000043|After they had eaten all they could and the servants had been sent away, Trot related her adventures, telling how with the assistance of the billygoat she had turned the tables on the wicked Boolooroo.|After they had eaten all they could and the servants had been sent away, Trot related her adventures, telling how with the assistance of the billygoat she had turned the tables on the wicked Boolooroo.
skyisland_26_baum_64kb_f000044|Then she gave Rosalie back her magic ring, thanking the kind Witch for all she had done for them. And now, said she, I want to say to Ghip-'Sizzle that jus' as soon as we can find Button-Bright's umbrel we're going to fly home again.|Then she gave Rosalie back her magic ring, thanking the kind Witch for all she had done for them. And now, said she, I want to say to Ghip-'Sizzle that jus' as soon as we can find Button-Bright's umbrel we're going to fly home again.
skyisland_26_baum_64kb_f000045|I'll always be Queen of Sky Island, but the Pink and Blue Countries must each have a Ruler. I think I'll make 'Sizzle the Boolooroo of the Blues,|I'll always be Queen of Sky Island, but the Pink and Blue Countries must each have a Ruler. I think I'll make 'Sizzle the Boolooroo of the Blues,
skyisland_26_baum_64kb_f000046|but I want you to promise me, Ghip, that you'll destroy the Great Knife and its frame and clean up the room and turn it into a skating rink and never patch anyone as long as you rule the Blueskins.|but I want you to promise me, Ghip, that you'll destroy the Great Knife and its frame and clean up the room and turn it into a skating rink and never patch anyone as long as you rule the Blueskins.
